seq,timestamp,angle,torque,speed
61989,1475186966300335891,-0.00523598771542,-0.25,14.4583330154
61990,1475186966320351839,-0.00523598771542,-0.3125,14.4555559158
61991,1475186966340403153,-0.00523598771542,-0.3125,14.4499998093
61992,1475186966360448916,-0.00523598771542,-0.1875,14.4444446564
61993,1475186966380467115,-0.00523598771542,-0.1875,14.4361114502
61994,1475186966400483312,-0.00523598771542,-0.1875,14.427778244
61995,1475186966420517556,-0.00523598771542,-0.1875,14.4194440842
61996,1475186966440594666,-0.00523598771542,-0.1875,14.4083337784
61997,1475186966460608906,-0.00523598771542,-0.3125,14.3999996185
61998,1475186966480619573,-0.00523598771542,-0.375,14.3944444656
61999,1475186966500646715,-0.00523598771542,-0.5,14.3861112595
62000,1475186966520698234,-0.0069813169539,-0.5625,14.3777780533
62001,1475186966540726007,-0.0104719754308,-0.5625,14.3666667938
62002,1475186966560839418,-0.0122173046693,-0.625,14.3611106873
62003,1475186966580825483,-0.0122173046693,-0.5625,14.3527774811
62004,1475186966600836030,-0.0122173046693,-0.5625,14.3416662216
62005,1475186966620851416,-0.0139626339078,-0.5625,14.3333330154
62006,1475186966640877307,-0.0139626339078,-0.5625,14.3277778625
62007,1475186966660938966,-0.0139626339078,-0.625,14.322221756
62008,1475186966680956625,-0.0139626339078,-0.625,14.3111114502
62009,1475186966700981175,-0.0139626339078,-0.625,14.3000001907
62010,1475186966721017789,-0.0157079640776,-0.5,14.2916669846
62011,1475186966741069902,-0.0157079640776,-0.5,14.2888889313
62012,1475186966761114574,-0.0157079640776,-0.4375,14.2833337784
62013,1475186966781133597,-0.0157079640776,-0.5625,14.2749996185
62014,1475186966801156130,-0.0157079640776,-0.4375,14.2694444656
62015,1475186966821207063,-0.0157079640776,-0.5,14.2611112595
62016,1475186966841282082,-0.0174532923847,-0.5,14.25
62017,1475186966861262705,-0.0174532923847,-0.375,14.2416667938
62018,1475186966881291243,-0.0174532923847,-0.375,14.2333335876
62019,1475186966901346278,-0.0174532923847,-0.4375,14.2277774811
62020,1475186966921363828,-0.0191986225545,-0.4375,14.2222223282
62021,1475186966941381930,-0.0191986225545,-0.5,14.2166662216
62022,1475186966961418911,-0.0191986225545,-0.5625,14.2083330154
62023,1475186966981478129,-0.0191986225545,-0.5,14.1999998093
62024,1475186967001500560,-0.0209439508617,-0.5,14.1916666031
62025,1475186967021520977,-0.0209439508617,-0.5,14.1833333969
62026,1475186967041537380,-0.0226892810315,-0.625,14.177778244
62027,1475186967061846154,-0.0244346093386,-0.5625,14.1722221375
62028,1475186967081617741,-0.0244346093386,-0.625,14.1694440842
62029,1475186967101674362,-0.0261799395084,-0.5625,14.1638889313
62030,1475186967121689856,-0.0261799395084,-0.5625,14.1583337784
62031,1475186967141714270,-0.0261799395084,-0.5,14.1527776718
62032,1475186967161838799,-0.0261799395084,-0.4375,14.1472225189
62033,1475186967181841758,-0.0261799395084,-0.4375,14.1416664124
62034,1475186967201827112,-0.0261799395084,-0.4375,14.1361112595
62035,1475186967221900673,-0.0261799395084,-0.4375,14.1305551529
62036,1475186967241947557,-0.0261799395084,-0.4375,14.125
62037,1475186967262024941,-0.0261799395084,-0.4375,14.1166667938
62038,1475186967281931486,-0.0261799395084,-0.4375,14.1083335876
62039,1475186967301981235,-0.0261799395084,-0.375,14.1027774811
62040,1475186967322044175,-0.0261799395084,-0.1875,14.0972223282
62041,1475186967342064860,-0.0261799395084,-0.1875,14.0944442749
62042,1475186967362211761,-0.0261799395084,-0.125,14.0861110687
62043,1475186967382121406,-0.0261799395084,-0.125,14.0805559158
62044,1475186967402146284,-0.0261799395084,-0.125,14.0749998093
62045,1475186967422172475,-0.0261799395084,-0.125,14.0666666031
62046,1475186967442198913,-0.0261799395084,-0.25,14.0583333969
62047,1475186967462333243,-0.0261799395084,-0.1875,14.0500001907
62048,1475186967482558608,-0.0261799395084,-0.25,14.0416669846
62049,1475186967502305805,-0.0261799395084,-0.1875,14.0333337784
62050,1475186967522345247,-0.0261799395084,-0.25,14.0277776718
62051,1475186967542389903,-0.0244346093386,-0.125,14.0249996185
62052,1475186967563033010,-0.0244346093386,-0.125,14.0166664124
62053,1475186967582450824,-0.0226892810315,-0.125,14.0055551529
62054,1475186967602514400,-0.0209439508617,-0.0625,14.0
62055,1475186967622519211,-0.0209439508617,-0.1875,13.9916667938
62056,1475186967642541114,-0.0209439508617,-0.3125,13.9833335876
62057,1475186967662862902,-0.0209439508617,-0.4375,13.9777774811
62058,1475186967682606703,-0.0209439508617,-0.4375,13.9750003815
62059,1475186967702663297,-0.0209439508617,-0.375,13.9666662216
62060,1475186967722693833,-0.0209439508617,-0.3125,13.9611110687
62061,1475186967742705233,-0.0209439508617,-0.25,13.9555559158
62062,1475186967763019166,-0.0209439508617,-0.125,13.947221756
62063,1475186967782851543,-0.0209439508617,-0.1875,13.9388885498
62064,1475186967802829562,-0.0191986225545,-0.125,13.9333333969
62065,1475186967822855843,-0.0191986225545,-0.125,13.9305553436
62066,1475186967842885298,-0.0191986225545,-0.25,13.9250001907
62067,1475186967863051615,-0.0209439508617,-0.375,13.9138889313
62068,1475186967882964083,-0.0209439508617,-0.375,13.9055557251
62069,1475186967902962261,-0.0209439508617,-0.4375,13.9027776718
62070,1475186967923059387,-0.0226892810315,-0.5625,13.9027776718
62071,1475186967943062296,-0.0244346093386,-0.5625,13.9027776718
62072,1475186967963183629,-0.0261799395084,-0.625,13.8999996185
62073,1475186967983198041,-0.0279252678156,-0.5625,13.8999996185
62074,1475186968003205853,-0.0279252678156,-0.5625,13.8972225189
62075,1475186968023258877,-0.0296705979854,-0.5625,13.8888893127
62076,1475186968043330899,-0.0296705979854,-0.6875,13.8805551529
62077,1475186968063378709,-0.0314159281552,-0.625,13.8805551529
62078,1475186968083413673,-0.0314159281552,-0.625,13.8805551529
62079,1475186968103477062,-0.0331612564623,-0.6875,13.8777780533
62080,1475186968123505168,-0.0349065847695,-0.6875,13.8777780533
62081,1475186968143514748,-0.0349065847695,-0.5,13.8777780533
62082,1475186968163578865,-0.0349065847695,-0.4375,13.875
62083,1475186968183466769,-0.0349065847695,-0.4375,13.8722219467
62084,1475186968203476772,-0.0349065847695,-0.375,13.8666667938
62085,1475186968223870274,-0.0349065847695,-0.375,13.8638887405
62086,1475186968243697931,-0.0349065847695,-0.5,13.8611106873
62087,1475186968263662314,-0.0349065847695,-0.5625,13.8555555344
62088,1475186968283680042,-0.0366519130766,-0.6875,13.8500003815
62089,1475186968303827939,-0.0366519130766,-0.6875,13.8444442749
62090,1475186968323748229,-0.0401425734162,-0.6875,13.838889122
62091,1475186968343732798,-0.0401425734162,-0.625,13.8361110687
62092,1475186968363851880,-0.0401425734162,-0.5625,13.8333330154
62093,1475186968383767061,-0.0401425734162,-0.4375,13.8305559158
62094,1475186968403913702,-0.0401425734162,-0.3125,13.8277778625
62095,1475186968423873008,-0.0383972451091,-0.25,13.8249998093
62096,1475186968443992222,-0.0366519130766,-0.3125,13.8194446564
62097,1475186968464063606,-0.0366519130766,-0.3125,13.8138885498
62098,1475186968483960076,-0.0366519130766,-0.3125,13.8083333969
62099,1475186968503960456,-0.0366519130766,-0.3125,13.8055553436
62100,1475186968523988379,-0.0366519130766,-0.375,13.802778244
62101,1475186968544057917,-0.0366519130766,-0.25,13.802778244
62102,1475186968564130896,-0.0366519130766,-0.1875,13.802778244
62103,1475186968584136493,-0.0366519130766,-0.125,13.802778244
62104,1475186968604126456,-0.0349065847695,-0.0625,13.802778244
62105,1475186968624169879,-0.0331612564623,0.0625,13.7972221375
62106,1475186968644210291,-0.0331612564623,0.0,13.7972221375
62107,1475186968664270319,-0.0314159281552,0.0625,13.7972221375
62108,1475186968684315272,-0.0314159281552,0.125,13.7972221375
62109,1475186968704333770,-0.0296705979854,0.1875,13.8000001907
62110,1475186968724377882,-0.0279252678156,0.0625,13.8000001907
62111,1475186968744389751,-0.0261799395084,0.1875,13.8000001907
62112,1475186968764400934,-0.0244346093386,0.0625,13.7944440842
62113,1475186968784488625,-0.0244346093386,0.125,13.7916669846
62114,1475186968804480671,-0.0226892810315,0.1875,13.7888889313
62115,1475186968824523908,-0.0226892810315,0.1875,13.786110878
62116,1475186968844574364,-0.0209439508617,0.125,13.7833337784
62117,1475186968864588717,-0.0209439508617,0.25,13.7833337784
62118,1475186968884658441,-0.0191986225545,0.25,13.7805557251
62119,1475186968904652315,-0.0191986225545,0.375,13.7777776718
62120,1475186968924665601,-0.0157079640776,0.4375,13.7694444656
62121,1475186968944705882,-0.0122173046693,0.375,13.7638893127
62122,1475186968964740448,-0.00872664619237,0.25,13.7583332062
62123,1475186968984761807,-0.0069813169539,0.4375,13.7583332062
62124,1475186969004844232,-0.00523598771542,0.4375,13.7555551529
62125,1475186969024849069,-0.00349065847695,0.375,13.7555551529
62126,1475186969044867040,-0.00349065847695,0.25,13.7527780533
62127,1475186969064936213,-0.00174532923847,0.3125,13.75
62128,1475186969084973485,0.0,0.3125,13.7444448471
62129,1475186969104980978,0.00174532923847,0.4375,13.7388887405
62130,1475186969125021625,0.00174532923847,0.4375,13.7333335876
62131,1475186969145073311,0.00523598771542,0.5,13.7305555344
62132,1475186969165084869,0.00523598771542,0.3125,13.7250003815
62133,1475186969185152620,0.0069813169539,0.25,13.7222223282
62134,1475186969205142077,0.0069813169539,0.25,13.7166662216
62135,1475186969225217189,0.0069813169539,0.3125,13.7083330154
62136,1475186969245226335,0.0069813169539,0.1875,13.7027778625
62137,1475186969265291354,0.0069813169539,0.25,13.6999998093
62138,1475186969285330398,0.0069813169539,0.3125,13.697221756
62139,1475186969305338941,0.0069813169539,0.3125,13.6944446564
62140,1475186969325395415,0.00872664619237,0.375,13.6944446564
62141,1475186969345372913,0.00872664619237,0.3125,13.6916666031
62142,1475186969365408802,0.00872664619237,0.25,13.6861114502
62143,1475186969385481478,0.00872664619237,0.1875,13.6805553436
62144,1475186969405485602,0.00872664619237,0.125,13.6750001907
62145,1475186969425550326,0.00872664619237,0.1875,13.6722221375
62146,1475186969445515181,0.00872664619237,0.25,13.6722221375
62147,1475186969465590201,0.00872664619237,0.3125,13.6722221375
62148,1475186969485636208,0.00872664619237,0.25,13.6722221375
62149,1475186969505667431,0.00872664619237,0.25,13.6694440842
62150,1475186969525667749,0.00872664619237,0.25,13.6638889313
62151,1475186969545711089,0.00872664619237,0.1875,13.6583337784
62152,1475186969565761117,0.00872664619237,0.25,13.6555557251
62153,1475186969586057105,0.00872664619237,0.3125,13.6555557251
62154,1475186969605857947,0.00872664619237,0.1875,13.6499996185
62155,1475186969625840911,0.00872664619237,0.1875,13.6472225189
62156,1475186969645881436,0.00872664619237,0.25,13.6472225189
62157,1475186969665941354,0.0104719754308,0.3125,13.6472225189
62158,1475186969685952509,0.0122173046693,0.375,13.6388893127
62159,1475186969705991841,0.0122173046693,0.4375,13.6333332062
62160,1475186969726018326,0.0139626339078,0.4375,13.6333332062
62161,1475186969746109944,0.0157079640776,0.4375,13.6305551529
62162,1475186969766305400,0.0157079640776,0.375,13.6277780533
62163,1475186969786124378,0.0157079640776,0.375,13.6305551529
62164,1475186969806329803,0.0157079640776,0.375,13.6277780533
62165,1475186969826327335,0.0157079640776,0.4375,13.625
62166,1475186969846324989,0.0174532923847,0.5,13.6194448471
62167,1475186969866310083,0.0174532923847,0.5,13.6138887405
62168,1475186969886276252,0.0174532923847,0.5,13.6138887405
62169,1475186969906346190,0.0174532923847,0.4375,13.6111106873
62170,1475186969926338552,0.0174532923847,0.4375,13.6055555344
62171,1475186969946390558,0.0174532923847,0.375,13.6055555344
62172,1475186969966426185,0.0174532923847,0.3125,13.6027774811
62173,1475186969986575371,0.0174532923847,0.25,13.5944442749
62174,1475186970006462424,0.0174532923847,0.1875,13.5861110687
62175,1475186970026535611,0.0174532923847,0.125,13.5805559158
62176,1475186970046545034,0.0174532923847,0.0625,13.5749998093
62177,1475186970066612163,0.0157079640776,0.0,13.572221756
62178,1475186970086612789,0.0157079640776,-0.0625,13.5694446564
62179,1475186970106637804,0.0139626339078,0.0,13.5694446564
62180,1475186970126699249,0.0139626339078,-0.125,13.5666666031
62181,1475186970146688202,0.0139626339078,0.125,13.5638885498
62182,1475186970166741186,0.0139626339078,0.0,13.5638885498
62183,1475186970186878309,0.0139626339078,0.0,13.5611114502
62184,1475186970206838228,0.0139626339078,-0.0625,13.5611114502
62185,1475186970226872660,0.0139626339078,-0.0625,13.5611114502
62186,1475186970246865746,0.0139626339078,0.0,13.5638885498
62187,1475186970266910047,0.0139626339078,-0.0625,13.5611114502
62188,1475186970286971559,0.0139626339078,-0.0625,13.5555553436
62189,1475186970307213458,0.0139626339078,-0.0625,13.5472221375
62190,1475186970327027520,0.0139626339078,-0.0625,13.5416669846
62191,1475186970347021238,0.0122173046693,-0.0625,13.5388889313
62192,1475186970367062348,0.0122173046693,-0.0625,13.5305557251
62193,1475186970387129555,0.0122173046693,-0.0625,13.5222225189
62194,1475186970407196334,0.0122173046693,0.0,13.5166664124
62195,1475186970427173950,0.0122173046693,0.0,13.5083332062
62196,1475186970447184501,0.0122173046693,0.0625,13.5
62197,1475186970467262802,0.0122173046693,0.0625,13.4916667938
62198,1475186970487279710,0.0122173046693,0.0625,13.4861106873
62199,1475186970507457267,0.0122173046693,0.0625,13.4777774811
62200,1475186970527344912,0.0122173046693,0.0625,13.4750003815
62201,1475186970547557839,0.0122173046693,0.125,13.4666662216
62202,1475186970567594286,0.0122173046693,0.125,13.4694442749
62203,1475186970587473715,0.0139626339078,0.125,13.4666662216
62204,1475186970607710155,0.0139626339078,0.25,13.4583330154
62205,1475186970627538541,0.0139626339078,0.125,13.4555559158
62206,1475186970647708649,0.0139626339078,0.0625,13.4555559158
62207,1475186970667564745,0.0139626339078,0.25,13.4555559158
62208,1475186970687732265,0.0157079640776,0.25,13.4555559158
62209,1475186970708115742,0.0157079640776,0.3125,13.4555559158
62210,1475186970727671354,0.0174532923847,0.3125,13.4555559158
62211,1475186970747675691,0.0174532923847,0.375,13.4527778625
62212,1475186970767958938,0.0174532923847,0.375,13.4499998093
62213,1475186970787758316,0.0191986225545,0.375,13.447221756
62214,1475186970807874520,0.0191986225545,0.0625,13.4444446564
62215,1475186970828045389,0.0191986225545,-0.0625,13.4444446564
62216,1475186970847865045,0.0191986225545,0.125,13.4444446564
62217,1475186970867914291,0.0209439508617,0.125,13.4388885498
62218,1475186970887909189,0.0209439508617,0.1875,13.4388885498
62219,1475186970907968131,0.0226892810315,0.1875,13.4388885498
62220,1475186970928195699,0.0244346093386,0.25,13.4361114502
62221,1475186970948011040,0.0261799395084,0.1875,13.4305553436
62222,1475186970968204499,0.0279252678156,0.1875,13.427778244
62223,1475186970988120202,0.0279252678156,0.0625,13.427778244
62224,1475186971008099332,0.0279252678156,0.0,13.4305553436
62225,1475186971028246465,0.0279252678156,0.0,13.4333333969
62226,1475186971048202216,0.0279252678156,-0.1875,13.4305553436
62227,1475186971068205168,0.0261799395084,-0.0625,13.4222221375
62228,1475186971088275657,0.0261799395084,0.0,13.4222221375
62229,1475186971108285353,0.0279252678156,-0.125,13.4194440842
62230,1475186971128302475,0.0279252678156,0.125,13.4166669846
62231,1475186971148331371,0.0296705979854,0.0625,13.411110878
62232,1475186971168380925,0.0296705979854,0.0,13.4083337784
62233,1475186971188423447,0.0296705979854,-0.0625,13.4055557251
62234,1475186971208452099,0.0296705979854,-0.0625,13.3972225189
62235,1475186971228487731,0.0296705979854,0.0,13.3916664124
62236,1475186971248508767,0.0296705979854,0.0625,13.3777780533
62237,1475186971268535772,0.0296705979854,0.0,13.3722219467
62238,1475186971288621689,0.0296705979854,0.0,13.3722219467
62239,1475186971308614325,0.0296705979854,-0.0625,13.3638887405
62240,1475186971328660631,0.0296705979854,-0.0625,13.3555555344
62241,1475186971348680982,0.0279252678156,-0.125,13.3500003815
62242,1475186971368717273,0.0279252678156,-0.1875,13.3444442749
62243,1475186971388728806,0.0279252678156,0.0,13.338889122
62244,1475186971408840091,0.0279252678156,-0.0625,13.3277778625
62245,1475186971428830020,0.0279252678156,-0.1875,13.3194446564
62246,1475186971448830384,0.0261799395084,-0.1875,13.3111114502
62247,1475186971468895656,0.0261799395084,-0.125,13.3055553436
62248,1475186971488925086,0.0244346093386,-0.1875,13.302778244
62249,1475186971508942566,0.0244346093386,-0.125,13.2972221375
62250,1475186971529007558,0.0244346093386,-0.0625,13.2888889313
62251,1475186971549021494,0.0244346093386,-0.0625,13.2777776718
62252,1475186971569049110,0.0244346093386,0.0,13.2694444656
62253,1475186971589066391,0.0244346093386,0.0,13.2666664124
62254,1475186971609099729,0.0244346093386,-0.0625,13.2611112595
62255,1475186971629135917,0.0244346093386,-0.0625,13.2583332062
62256,1475186971649202939,0.0226892810315,-0.125,13.2527780533
62257,1475186971669216341,0.0226892810315,-0.0625,13.25
62258,1475186971689248358,0.0226892810315,0.0625,13.2472219467
62259,1475186971709290055,0.0226892810315,0.0,13.2416667938
62260,1475186971729308113,0.0226892810315,0.0,13.2388887405
62261,1475186971749333509,0.0226892810315,0.0625,13.2333335876
62262,1475186971769374585,0.0226892810315,0.0,13.2305555344
62263,1475186971789430815,0.0226892810315,0.0,13.2305555344
62264,1475186971809460706,0.0226892810315,0.0,13.2277774811
62265,1475186971829486920,0.0226892810315,-0.0625,13.2222223282
62266,1475186971849517860,0.0226892810315,0.0625,13.2111110687
62267,1475186971869562729,0.0226892810315,0.0625,13.1999998093
62268,1475186971889719097,0.0226892810315,0.0,13.1916666031
62269,1475186971909623217,0.0226892810315,0.125,13.1861114502
62270,1475186971929647593,0.0244346093386,0.0625,13.1833333969
62271,1475186971949676867,0.0244346093386,0.125,13.177778244
62272,1475186971969724729,0.0244346093386,0.0625,13.1750001907
62273,1475186971989742146,0.0226892810315,0.0625,13.1694440842
62274,1475186972009765039,0.0226892810315,0.0,13.1555557251
62275,1475186972029840041,0.0226892810315,-0.0625,13.1472225189
62276,1475186972049840259,0.0226892810315,0.0625,13.1388893127
62277,1475186972069888902,0.0226892810315,0.125,13.1305551529
62278,1475186972089934992,0.0226892810315,0.0,13.1194448471
62279,1475186972109947075,0.0226892810315,0.1875,13.1138887405
62280,1475186972129973330,0.0226892810315,0.125,13.1111106873
62281,1475186972150068721,0.0226892810315,0.0625,13.1027774811
62282,1475186972170051151,0.0226892810315,0.0625,13.0916662216
62283,1475186972190112079,0.0226892810315,0.0625,13.0833330154
62284,1475186972210123881,0.0226892810315,0.0,13.0777778625
62285,1475186972230138206,0.0226892810315,0.125,13.0666666031
62286,1475186972250151334,0.0226892810315,0.0625,13.0583333969
62287,1475186972270224392,0.0226892810315,0.0625,13.052778244
62288,1475186972290248883,0.0226892810315,0.0,13.0472221375
62289,1475186972310298952,0.0226892810315,-0.125,13.0416669846
62290,1475186972330335078,0.0226892810315,-0.1875,13.036110878
62291,1475186972350335773,0.0226892810315,0.0625,13.0333337784
62292,1475186972370359458,0.0226892810315,0.1875,13.0249996185
62293,1475186972390403223,0.0226892810315,0.1875,13.0166664124
62294,1475186972410482515,0.0226892810315,0.1875,13.0083332062
62295,1475186972430490570,0.0226892810315,0.25,13.0055551529
62296,1475186972450498982,0.0226892810315,0.0625,13.0055551529
62297,1475186972470543972,0.0226892810315,-0.125,13.0
62298,1475186972490581938,0.0226892810315,-0.0625,12.9888887405
62299,1475186972510628142,0.0226892810315,-0.0625,12.9833335876
62300,1475186972530661165,0.0226892810315,-0.1875,12.9750003815
62301,1475186972550671165,0.0226892810315,-0.125,12.9694442749
62302,1475186972570694381,0.0226892810315,0.0,12.9583330154
62303,1475186972590742243,0.0226892810315,0.0,12.9527778625
62304,1475186972610775959,0.0226892810315,0.125,12.947221756
62305,1475186972630847634,0.0244346093386,0.125,12.9388885498
62306,1475186972650844123,0.0244346093386,0.0625,12.9250001907
62307,1475186972670857283,0.0244346093386,-0.0625,12.9166669846
62308,1475186972690893893,0.0226892810315,-0.0625,12.911110878
62309,1475186972710932312,0.0226892810315,0.0,12.9027776718
62310,1475186972731004555,0.0226892810315,0.0,12.8972225189
62311,1475186972750986909,0.0226892810315,0.0625,12.8861112595
62312,1475186972771040478,0.0226892810315,0.1875,12.8833332062
62313,1475186972791065083,0.0226892810315,0.25,12.8777780533
62314,1475186972811136328,0.0244346093386,0.1875,12.8638887405
62315,1475186972831135585,0.0244346093386,0.1875,12.8555555344
62316,1475186972851151644,0.0244346093386,0.1875,12.8500003815
62317,1475186972871213884,0.0244346093386,0.25,12.8416662216
62318,1475186972891243590,0.0244346093386,0.0,12.8305559158
62319,1475186972911268098,0.0226892810315,0.0625,12.8194446564
62320,1475186972931280222,0.0226892810315,0.1875,12.8166666031
62321,1475186972951348428,0.0244346093386,0.125,12.8055553436
62322,1475186972971371605,0.0244346093386,0.25,12.7916669846
62323,1475186972991404897,0.0244346093386,0.1875,12.7777776718
62324,1475186973011425060,0.0261799395084,0.125,12.7722225189
62325,1475186973031506906,0.0261799395084,0.125,12.7611112595
62326,1475186973051510497,0.0244346093386,0.0625,12.7527780533
62327,1475186973071540050,0.0244346093386,-0.0625,12.7388887405
62328,1475186973091567573,0.0244346093386,0.0,12.7361106873
62329,1475186973111614512,0.0244346093386,-0.0625,12.7305555344
62330,1475186973131641095,0.0244346093386,-0.125,12.7194442749
62331,1475186973151697917,0.0244346093386,0.0,12.7111110687
62332,1475186973171698125,0.0244346093386,0.0,12.7055559158
62333,1475186973191749946,0.0244346093386,0.0,12.6999998093
62334,1475186973211768311,0.0244346093386,-0.125,12.6916666031
62335,1475186973231855407,0.0244346093386,-0.1875,12.6861114502
62336,1475186973251841299,0.0244346093386,-0.375,12.6861114502
62337,1475186973271900254,0.0226892810315,-0.375,12.6833333969
62338,1475186973291905368,0.0226892810315,-0.375,12.6750001907
62339,1475186973311924671,0.0209439508617,-0.375,12.6638889313
62340,1475186973331972038,0.0209439508617,-0.3125,12.6638889313
62341,1475186973352008599,0.0209439508617,-0.1875,12.6555557251
62342,1475186973372026522,0.0209439508617,-0.0625,12.6444444656
62343,1475186973392084721,0.0209439508617,-0.125,12.6361112595
62344,1475186973412115399,0.0209439508617,0.0,12.6277780533
62345,1475186973432140715,0.0209439508617,-0.125,12.6194448471
62346,1475186973452169009,0.0209439508617,-0.25,12.6083335876
62347,1475186973472180623,0.0209439508617,-0.1875,12.5972223282
62348,1475186973492269845,0.0209439508617,-0.1875,12.5861110687
62349,1475186973512276528,0.0209439508617,-0.1875,12.5749998093
62350,1475186973532288146,0.0209439508617,0.0,12.5611114502
62351,1475186973552320042,0.0209439508617,0.0,12.5500001907
62352,1475186973572351216,0.0209439508617,0.0,12.5388889313
62353,1475186973592395654,0.0209439508617,-0.125,12.536110878
62354,1475186973612679315,0.0209439508617,0.0,12.5305557251
62355,1475186973632460138,0.0209439508617,-0.0625,12.5166664124
62356,1475186973652658952,0.0209439508617,-0.125,12.5083332062
62357,1475186973672526146,0.0209439508617,-0.1875,12.5083332062
62358,1475186973692575746,0.0209439508617,0.0,12.5027780533
62359,1475186973712585494,0.0209439508617,-0.0625,12.4944448471
62360,1475186973732603333,0.0209439508617,0.125,12.4888887405
62361,1475186973752866757,0.0209439508617,0.0625,12.4888887405
62362,1475186973772690729,0.0209439508617,0.0625,12.4861106873
62363,1475186973792717423,0.0209439508617,0.0625,12.4805555344
62364,1475186973812773744,0.0209439508617,0.0625,12.4750003815
62365,1475186973832852514,0.0209439508617,0.0,12.4694442749
62366,1475186973852899728,0.0209439508617,0.0625,12.463889122
62367,1475186973872874739,0.0209439508617,0.1875,12.4583330154
62368,1475186973892896013,0.0209439508617,0.125,12.4555559158
62369,1475186973912941487,0.0209439508617,0.3125,12.4499998093
62370,1475186973932944077,0.0209439508617,0.25,12.4444446564
62371,1475186973953134881,0.0209439508617,0.1875,12.4388885498
62372,1475186973973031432,0.0209439508617,0.125,12.427778244
62373,1475186973993064497,0.0209439508617,0.25,12.4250001907
62374,1475186974013127167,0.0209439508617,0.1875,12.4194440842
62375,1475186974033123770,0.0209439508617,0.3125,12.4138889313
62376,1475186974053324225,0.0226892810315,0.25,12.4055557251
62377,1475186974073187553,0.0226892810315,0.3125,12.3999996185
62378,1475186974093238645,0.0226892810315,0.25,12.3999996185
62379,1475186974113256271,0.0226892810315,0.3125,12.3916664124
62380,1475186974133297965,0.0226892810315,0.3125,12.3777780533
62381,1475186974153352386,0.0226892810315,0.3125,12.3694448471
62382,1475186974173365953,0.0226892810315,0.25,12.3666667938
62383,1475186974193398339,0.0226892810315,0.25,12.3611106873
62384,1475186974213433944,0.0226892810315,0.1875,12.3527774811
62385,1475186974233449943,0.0226892810315,0.1875,12.3500003815
62386,1475186974253478613,0.0226892810315,0.1875,12.3500003815
62387,1475186974273558133,0.0226892810315,0.1875,12.3472223282
62388,1475186974293564513,0.0226892810315,0.3125,12.3444442749
62389,1475186974313599716,0.0244346093386,0.25,12.3361110687
62390,1475186974333623949,0.0244346093386,0.1875,12.3305559158
62391,1475186974353634175,0.0244346093386,0.1875,12.3277778625
62392,1475186974373718676,0.0244346093386,0.0625,12.3249998093
62393,1475186974393713602,0.0244346093386,0.0,12.3249998093
62394,1475186974413761142,0.0244346093386,0.0625,12.322221756
62395,1475186974433780429,0.0244346093386,0.125,12.322221756
62396,1475186974453843795,0.0244346093386,0.25,12.3194446564
